-100.0;-12.5;-15.625
-100.0;-9.375;-18.75
-100.0;-7.8125;-18.75
-100.0;-6.25;-21.875
-100.0;-4.6875;-21.875
-100.0;-3.125;-21.875
-100.0;-1.5625;-21.875
-100.0;0.0;-21.875
-100.0;1.5625;-21.875
-100.0;3.125;-21.875
-100.0;4.6875;-21.875
-100.0;6.25;-21.875
-100.0;7.8125;-18.75
-100.0;9.375;-18.75
-100.0;12.5;-15.625
-98.4375;-12.5;-10.9375
-98.4375;-10.9375;-23.4375
-98.4375;-10.9375;-15.625
-98.4375;-9.375;-18.75
-98.4375;-9.375;-15.625
-98.4375;-7.8125;-18.75
-98.4375;-6.25;-23.4375
-98.4375;-6.25;-18.75
-98.4375;-4.6875;-21.875
-98.4375;-3.125;-21.875
-98.4375;-3.125;-9.375
-98.4375;-1.5625;-21.875
-98.4375;0.0;-25.0
-98.4375;1.5625;-21.875
-98.4375;3.125;-21.875
-98.4375;3.125;-9.375
-98.4375;4.6875;-21.875
-98.4375;6.25;-23.4375
-98.4375;6.25;-18.75
-98.4375;7.8125;-18.75
-98.4375;9.375;-18.75
-98.4375;9.375;-15.625
-98.4375;10.9375;-23.4375
-98.4375;10.9375;-15.625
-98.4375;12.5;-10.9375
-96.875;-43.75;25.0
-96.875;-9.375;-17.1875
-96.875;-9.375;-12.5
-96.875;-7.8125;-20.3125
-96.875;-6.25;-21.875
-96.875;-4.6875;-21.875
-96.875;-3.125;-21.875
-96.875;-1.5625;-21.875
-96.875;0.0;-23.4375
-96.875;1.5625;-21.875
-96.875;3.125;-21.875
-96.875;4.6875;-21.875
-96.875;6.25;-21.875
-96.875;7.8125;-20.3125
-96.875;9.375;-17.1875
-96.875;9.375;-12.5
-96.875;43.75;25.0
-95.3125;-48.4375;18.75
-95.3125;-43.75;18.75
-95.3125;-42.1875;15.625
-95.3125;-32.8125;15.625
-95.3125;-31.25;25.0
-95.3125;-15.625;-18.75
-95.3125;-10.9375;-10.9375
-95.3125;-9.375;-21.875
-95.3125;-9.375;-14.0625
-95.3125;-7.8125;-21.875
-95.3125;-6.25;-21.875
-95.3125;-4.6875;-21.875
-95.3125;-3.125;-21.875
-95.3125;-3.125;-4.6875
-95.3125;-1.5625;-21.875
-95.3125;-1.5625;-4.6875
-95.3125;0.0;-21.875
-95.3125;1.5625;-21.875
-95.3125;1.5625;-4.6875
-95.3125;3.125;-21.875
-95.3125;3.125;-4.6875
-95.3125;4.6875;-21.875
-95.3125;6.25;-21.875
-95.3125;7.8125;-21.875
-95.3125;9.375;-21.875
-95.3125;9.375;-14.0625
-95.3125;10.9375;-10.9375
-95.3125;15.625;-18.75
-95.3125;31.25;25.0
-95.3125;32.8125;15.625
-95.3125;42.1875;15.625
-95.3125;43.75;18.75
-95.3125;48.4375;18.75
-93.75;-45.3125;17.1875
-93.75;-45.3125;21.875
-93.75;-43.75;20.3125
-93.75;-42.1875;10.9375
-93.75;-42.1875;18.75
-93.75;-40.625;20.3125
-93.75;-40.625;25.0
-93.75;-39.0625;21.875
-93.75;-35.9375;26.5625
-93.75;-34.375;20.3125
-93.75;-10.9375;-3.125
-93.75;-9.375;-17.1875
-93.75;-9.375;-3.125
-93.75;-7.8125;-20.3125
-93.75;-7.8125;-10.9375
-93.75;-7.8125;-3.125
-93.75;-6.25;-23.4375
-93.75;-6.25;-3.125
-93.75;-4.6875;-23.4375
-93.75;-4.6875;-3.125
-93.75;-3.125;-21.875
-93.75;-3.125;-4.6875
-93.75;-1.5625;-21.875
-93.75;-1.5625;-4.6875
-93.75;0.0;-21.875
-93.75;0.0;-4.6875
-93.75;0.0;51.5625
-93.75;0.0;56.25
-93.75;1.5625;-21.875
-93.75;1.5625;-4.6875
-93.75;3.125;-21.875
-93.75;3.125;-4.6875
-93.75;4.6875;-23.4375
-93.75;4.6875;-3.125
-93.75;6.25;-23.4375
-93.75;6.25;-3.125
-93.75;7.8125;-20.3125
-93.75;7.8125;-10.9375
-93.75;7.8125;-3.125
-93.75;9.375;-17.1875
-93.75;9.375;-3.125
-93.75;10.9375;-3.125
-93.75;34.375;20.3125
-93.75;35.9375;26.5625
-93.75;39.0625;21.875
-93.75;40.625;20.3125
-93.75;40.625;25.0
-93.75;42.1875;10.9375
-93.75;42.1875;18.75
-93.75;43.75;20.3125
-93.75;45.3125;17.1875
-93.75;45.3125;21.875
-92.1875;-46.875;18.75
-92.1875;-46.875;23.4375
-92.1875;-45.3125;18.75
-92.1875;-43.75;18.75
-92.1875;-42.1875;18.75
-92.1875;-40.625;17.1875
-92.1875;-39.0625;15.625
-92.1875;-37.5;15.625
-92.1875;-37.5;18.75
-92.1875;-37.5;28.125
-92.1875;-35.9375;20.3125
-92.1875;-34.375;15.625
-92.1875;-29.6875;29.6875
-92.1875;-28.125;18.75
-92.1875;-17.1875;-12.5
-92.1875;-12.5;-3.125
-92.1875;-10.9375;-17.1875
-92.1875;-10.9375;-3.125
-92.1875;-9.375;-17.1875
-92.1875;-9.375;-3.125
-92.1875;-7.8125;-17.1875
-92.1875;-7.8125;-3.125
-92.1875;-6.25;-23.4375
-92.1875;-6.25;-1.5625
-92.1875;-6.25;51.5625
-92.1875;-4.6875;-23.4375
-92.1875;-4.6875;-3.125
-92.1875;-3.125;-21.875
-92.1875;-3.125;-1.5625
-92.1875;-1.5625;-23.4375
-92.1875;-1.5625;-1.5625
-92.1875;-1.5625;50.0
-92.1875;0.0;-23.4375
-92.1875;0.0;-1.5625
-92.1875;0.0;43.75
-92.1875;0.0;51.5625
-92.1875;0.0;54.6875
-92.1875;1.5625;-23.4375
-92.1875;1.5625;-1.5625
-92.1875;1.5625;50.0
-92.1875;3.125;-21.875
-92.1875;3.125;-1.5625
-92.1875;4.6875;-23.4375
-92.1875;4.6875;-3.125
-92.1875;6.25;-23.4375
-92.1875;6.25;-1.5625
-92.1875;6.25;51.5625
-92.1875;7.8125;-17.1875
-92.1875;7.8125;-3.125
-92.1875;9.375;-17.1875
-92.1875;9.375;-3.125
-92.1875;10.9375;-17.1875
-92.1875;10.9375;-3.125
-92.1875;12.5;-3.125
-92.1875;17.1875;-12.5
-92.1875;28.125;18.75
-92.1875;29.6875;29.6875
-92.1875;34.375;15.625
